a;b;c
Znosim;159041;44608
Lišièky;160612;46179
Sklenáøovice;162034;47599
Chodovice;161203;46764
Opatovice_Druhá;159531;45090
Bobr;162146;47703
Zvìstov;158825;44376
Ratboø;159930;45478
Hosty;157633;43180
Makolusky;159487;45031
Radkov;158291;43833
Hertvíkovice;161911;47451
Louèná_Hora;160967;46505
Sobìšín;159331;44868
Haškovcova_Lhota;157864;43400
Tøebanice;156847;42381
Stará_Skøenìø;160789;46321
Slibovice;160577;46108
Veliš;158939;44469
Starı_Bydov;160827;46357
Jindice;159727;45257
Horní_Brusnice;161514;47043
Meziøíèí;158197;43725
Slavòovice;158028;43548
Arnoštov;156455;41975
Køída;157952;43470
Domoslavice;161151;46669
Antonínovo_Údolí;161991;47507
Mostecké_Láznì;161547;47060
Kolín;160090;45602
Zalíbená;159419;44929
Ondøejovec;158892;44398
Choovice;160456;45959
Vlkov_nad_Lesy;160657;46156
Smidary;160933;46432
Kolomìøice;157696;43195
Kbílek;159956;45454
Jestøabí_Lhota;160287;45785
Kášovice;158091;43588
Mitrovice;158519;44013
Èernìves;157146;42632
Lipiny_u_Radošovic;159195;44679
Koryto;156582;42065
Frantoly;156757;42238
Ohnišany;161054;46533
Nové_Smrkovice;161151;46627
Nestanice;157128;42598
itná;156924;42393
Øepeè;158091;43559
Novı_Kostelec;158362;43830
Nesperská_Lhota;159021;44489
Zibohlavy;160006;45473
Schlag;156732;42189
Na_Kopièáku;160541;45998
Ostromìø;161192;46648
Všeteè;157530;42983
Tøemešná;158244;43696
Útìchvosty;159462;44913
Záhoøí_u_Milièína;158612;44062
Svoboda_nad_Úpou;162003;47449
Poïousy;159849;45293
ehuò;160434;45874
Hostinné;161730;47170
Dobrnı;157687;43127
Krtely;157069;42508
Kozín;157947;43381
Slovìnice;159223;44655
Volárna;160294;45721
Mezno;158510;43935
Borotín;158416;43839
Radovesnice;160034;45455
Rataje;157920;43337
Leopold;161859;47275
Dolní_Borek;158673;44087
Oltynì;158155;43567
Laíška;156796;42208
Skøínìøov;156629;42040
Ratmìøice;158858;44269
Bìrunice;160594;46001
Drahobudice;159800;45199
Borovnièka;161603;47002
Lošánky;159977;45375
Èelivo;159015;44407
Leptaè;156741;42132
Vlásenice;158295;43685
Stupèice;158505;43893
Lošany;159992;45378
Støihov;160722;46107
Šárovcova_Lhota;161304;46687
Dolní_Jelèany;159766;45147
Malovidy;159457;44834
Rataje_nad_Sázavou;159494;44870
Láznì_Bìlohrad;161372;46748
Opaøany;158070;43444
Hladná;157637;43011
Bukovina_u_Pecky;161456;46830
Draiè;157779;43151
Boøetice;158756;44128
Prostøední_Olešnice;161687;47057
Nevratice;161110;46479
Jelemek;156767;42134
Vinary;160926;46287
Milièín;158626;43984
Šternov;159373;44728
Hlušièky;160833;46187
Sobèice;161191;46544
Mìchnov;159346;44698
Bílkovice;159231;44583
Truskovice;157133;42483
Sány;160399;45743
Dolní_Snìná;156521;41865
Srlín;158004;43346
Chomutice;161150;46489
ibkov;158581;43911
Veltruby;160226;45554
Dolní_Lyseèiny;162160;47488
Janské_Láznì;162019;47345
Horní_Albeøice;162218;47539
Podhorní_Újezd;161243;46563
Zbytiny;156616;41934
Svatá_Magdalena;156547;41864
Zadní_dírnice;161666;46978
Polní_Vodìrady;159975;45286
Smrk;159643;44952
Soboèice;159818;45125
Bonkovice;158489;43791
Køeèhoø;160082;45381
Albrechtice_nad_Vltavou;157610;42908
Zbìšice;157950;43246
Smrkov;158422;43717
Broumovice;158831;44126
Chomutièky;161161;46454
Milovanice;159086;44377
Talmberk;159573;44863
Skrıchov;158158;43446
Pecka;161537;46825
Karlov-Nepomuk;157838;43126
Køivošín;158400;43687
Horní_Javoøí;161496;46783
Moravsko;159267;44550
Pøední_dírnice;161693;46973
Milhostice;158559;43837
Drahòovice;159432;44705
Vitìjovice;156948;42220
Vojice;161255;46526
Svatojanskı_Újezd;161363;46629
Slemeno;161729;46994
Oldøichovec;158723;43985
Zdenice;156833;42093
Vodòany;157273;42525
Libodøice;160014;45265
Vysoké_Veselí;161059;46309
Sbìø;161024;46273
Mlázovice;161318;46565
Litichovice;159305;44552
Velkı_Osek;160316;45559
Libenice;158471;43705
Samopše;159557;44789
Bìlá_u_Pecky;161517;46749
Mìstec_Králové;160663;45893
ernovice;156891;42119
Údra;157702;42929
Stoice;157224;42451
Veselská_Lhota;161092;46317
Sekeøice;160917;46142
Èeøenice;159500;44723
Uhlíøe;161487;46708
Opoènice;160552;45773
Buchov;158761;43980
Medenice;157540;42757
Tøebešice;159281;44496
Protivín;157438;42652
Kanín;160395;45604
Støíbrnice;161144;46352
Vítìzov;160153;45360
Albrechtovice;156693;41900
Šipoun;157079;42285
Svatkovice;157896;43101
Mysletice;158792;43995
Tøtìnice;161208;46407
Dolní_Kalná;161724;46918
Staré_Prachatice;156877;42066
Nuzov;157561;42749
Tøemošnice;159419;44603
lunice;160967;46146
Perlovice;156751;41929
Lísek;159171;44343
Svoøí;158311;43480
Slabèice;157845;43014
Hlivín;158993;44162
Rakov;157891;43059
Písecká_Smoleè;157825;42991
Foøt;161914;47080
Jehnìdno;157759;42923
Vlhoš;161108;46264
Pøedhradí;160292;45448
Ostrı;158477;43632
Køišanovice;156687;41840
Volary;156508;41660
Prachatice;156841;41993
Vinice;160721;45866
Kovaè;161267;46412
Dolní_Malá_Úpa;162292;47436
Jezviny;158261;43402
Horní_Kruty;159742;44879
Dolní_Kruty;159729;44861
Velim;160191;45321
Strenec;158985;44115
Nové_Údoli;156255;41385
Doubravèany;159880;45006
Volanice;161074;46195
Zálší;158111;43230
Stoec;156350;41464
Bajervek;160215;45327
Benátky;159691;44802
Myšenec;157515;42625
Odøepsy;160461;45566
eretice;161131;46235
Sázava;159589;44690
Velká_Úpa;162207;47307
Strunkovice_nad_Blanicí;157069;42166
Dubeèno;160874;45970
Blanice;157123;42219
Talínské_Kukle;157592;42681
Humenec;159345;44434
Køtìtice;157358;42445
Tatouòovice;159425;44511
Rohov;158608;43691
Sepekov;158172;43254
Záhornice;160792;45873
Jiøín;158969;44045
Pustá_Proseè;161473;46541
Brixùv_Dvùr;156533;41600
Votice;158848;43914
Èeské_leby;156417;41482
Krašlovice;157333;42397
Hubov;158405;43469
Slavhostice;160988;46048
Toušice;159961;45019
Jezero;159281;44339
Štikov;161556;46609
Okøínek;160526;45577
Cunkov;158506;43557
Choánky;160442;45487
Butoves;161237;46282
Arnoštovice;158767;43812
Horka_u_Staré_Paky;161683;46727
Èeòovice;159338;44382
Rastory;157932;42974
Vrèení;160464;45503
Petøíkovice;158383;43420
Svinìtice;157252;42286
Senice;160590;45623
Modlíkov;158366;43397
Hradenín;160098;45128
Vitice;157311;42340
Ostøedek;159471;44497
Støelítov;158832;43854
Mladoušov;158900;43915
Mlynáøovice;156681;41693
Støíkov;159319;44330
Lhotky;159860;44871
Heømanièky;158737;43747
Slatinky;161178;46185
Ounuz;158522;43529
Vlkanèice;159686;44691
Maletice;157553;42557
Pohorovice;157403;42405
Záblatí;156795;41794
Pøebozy;160080;45079
Poušt;160766;45764
Nazdice;158812;43810
Vìøice;159313;44310
Nedaøi;161691;46688
Budkov;157024;42021
Oseky;156883;41878
Kochánov;159342;44337
Vodslivy;159519;44512
Radímek;160190;45182
Tuø;161264;46251
Vlksice;158339;43324
Olbramovice_Mìsteèko;158935;43920
Husinec;156976;41961
Semtínek;158970;43953
Prostøední_Lánov;161988;46969
Krejèovice;156736;41717
Pec_pod_Snìkou;162219;47199
Kunèice;161870;46850
Malá_Strana;160858;45837
dánice;159902;44877
Selibov;157606;42580
Milíèeves;161208;46181
abonosy;160113;45082
Okrouhlá;158124;43093
Šichova_Vesec;158407;43369
Kácova_Lhota;159402;44363
Dubská_Lhota;157123;42084
Mozolov;158422;43379
Opøetice;159078;44030
Kacákova_Lhota;161310;46258
Cerhınky;160215;45160
Velké_Heømanice;158761;43699
Útìšov;157243;42180
Lišèí_Kopec;161933;46870
Boušice;159281;44217
Vršce;161036;45969
Levínská_Olešnice;161690;46622
Horouty;156940;41872
Samechov;159615;44545
Øeheè;161348;46278
Pøeštìnice;158335;43261
Sušetice;158594;43519
Kluky;157814;42736
Krymlov;159862;44783
Kratušín;156865;41786
Horní_Lánov;162051;46972
Košovice;158865;43785
Dobøemilice;158370;43290
Myslíè;159255;44174
Sembratec;159397;44315
Podlevín;161639;46553
Tourov;157191;42104
Zahradnice;159001;43913
Chocholatá_Lhota;157056;41967
Stehlovice;158059;42969
Zálesní_Lhota;161816;46716
Náchodsko;161325;46225
Úbislavice;161513;46411
Molitorov;159985;44881
Døevìnice;161447;46341
Dub;157146;42036
Podolsko;157956;42842
Ratenice;160293;45178
Chotìtice;158742;43627
Vlkovec;159581;44464
Tınice;158321;43204
Dolní_Branná;161898;46781
Úmyslovice;160651;45533
Klášterní_Skalice;160075;44956
Nemyèeves;161230;46110
Petroupec;159397;44276
Bìchary;161005;45878
Petroupim;159386;44258
Skalky;158543;43410
Kvasejovice;158634;43501
Probylov;157825;42690
Heømaò;157544;42406
Labouò;161110;45964
Temešvár;157940;42791
Stará_Paka;161633;46483
Veletín;158577;43425
Dìdkov;158785;43633
Bokovice;159014;43860
Malı_Nouzov;160882;45726
Dobøichov;160255;45097
Pivkovice;157368;42209
Vrbová_Lhota;160358;45188
Osletín;158340;43170
Nosetín;158505;43334
Lenora;156551;41380
Javornice;157186;42014
Vıerky;159824;44650
Tuín;161495;46319
Podchıšská_Lhota;158437;43260
Vrchlabí;162006;46828
Dymokury;160786;45608
Kaplice;156656;41477
Rovnáèov;161812;46632
Blehov;158378;43197
Radim;161468;46286
Jièínìves;161194;46012
Vrbèany;160161;44978
Vlachovo_Bøezí;157060;41875
Studeòany;161439;46254
Krajnièko;157272;42086
Radím;160224;45037
Zboí;161551;46359
Chyšky;158475;43283
Jamnı;157921;42728
Peèky;160289;45091
Malé_Zboí;160514;45313
Tøebovle;160087;44885
Velké_Zboí;160519;45308
Jírovice;159222;44006
Mìkynec;157306;42088
Sobìhrdy;159427;44203
Moravèice;161365;46139
Roškopov;161653;46426
Dachov;156982;41753
Øasnice;156521;41290
Horní_Branná;161946;46714
Bedrè;159387;44155
Køeèkov;160576;45343
Štìtice;157523;42287
Zátoò;156627;41390
Horní_Kolí;157001;41762
Neèas;160947;45702
Horní_Novosedly;157832;42586
Netonice;157387;42140
árovná;156948;41698
Hoøejší_Vrchlabí;162074;46820
Chotutice;160224;44970
Lháò;161508;46253
Krsmol;161612;46356
Manìlovice;159011;43752
Èistec;159499;44239
Èerná_Hora;160799;45537
Pøeborov;158334;43071
Prusice;159899;44634
Dolní_Novosedly;157853;42588
Raice;157571;42305
Nové_Chvalovice;160506;45238
Staré_Místo;161296;46027
Keteò;161181;45911
Zbelitov;158261;42987
Velké_Chvalovice;160317;45040
Sobìraz;161483;46206
Drahoraz;161146;45861
Mojkov;157005;41718
Tvrzice;157190;41901
Putím;157646;42357
Vèelná_pod_Boubínem;156872;41577
Svatonice;157892;42595
Valdice;161456;46155
Svídnice;160848;45545
Bohunice;157224;41920
Roztoky_u_Jilemnice;161804;46499
Šumavské_Hoštice;156926;41617
Malı_Vestec;160721;45410
Jiøetice;157264;41952
Syøenov;161596;46283
Kostelní_Støimelice;159730;44417
Soudná;161425;46100
Hodkov;158597;43270
Èervenı_Újezdec;157999;42671
Budimìøice;160625;45296
Svatbín;159970;44640
Kovanice;160542;45212
Minartice;158938;43606
Kvìtov;158161;42827
Nálesí;158518;43182
Šlotava;160636;45294
Šlikova_Ves;161325;45982
Podmraèí;159455;44112
Horní_Nakvasovice;157109;41764
Chvojen;159258;43912
Stránı;156508;41161
Høiby;160114;44760
Libeè;159122;43767
eleznice;161513;46154
Tatce;160292;44932
Hoøátev;160479;45119
Tìšín;161497;46133
Dubsko;159580;44216
Èepøovice;157297;41925
Údrnická_Lhota;161185;45811
Bradlecká_Lhota;161563;46189
Ledeèky;160909;45529
Mraè;159455;44072
ïár_u_Kumburku;161602;46216
Bolíkovice;157086;41700
Maršovice;159083;43694
Zábrdovice;160833;45443
Strnadice;159039;43649
Setìchovice;157106;41713
Tisem;159218;43824
Nové_Zámky;160892;45496
Vatìkov;159296;43896
Vojníkov;157932;42531
Boøená_Hora;158918;43517
Draho;160670;45268
Vokšice;161369;45966
Kostelec_nad_Èernımi_Lesy;159981;44578
Svojek;161771;46367
Bratøíkovice;158589;43185
Radhostice;157054;41642
Pøedslavice;157222;41805
Dílce;161495;46078
Podluany;160919;45499
Èerèany;159529;44109
Karbova_Hu;156742;41317
Syneè;160092;44662
Purkratice;157834;42401
Køinec;160846;45413
Pøední_Labská;162199;46762
Oslov;158078;42636
Nedrahovické_Podhájí;158745;43302
hery;160273;44829
Hrejkovice;158318;42872
Staré_Kestøany;157661;42213
Pøibyšice;159257;43809
Kyje;161582;46134
Zderadice;159134;43682
Drov;157959;42507
Kuèeø;158190;42737
Klimìtice;158989;43531
Sudomìø;157600;42141
Samoty;156590;41123
Støevaè;161294;45823
Hodìtice;159036;43565
Zvìøínek;160490;45017
Zajeèí;159181;43706
Jevany;159906;44431
Hlásná_Lhota;161377;45902
Sadská;160435;44959
Topìlec;157893;42415
Kosova_Hora;158893;43415
Øehovice;159106;43626
Straòovice;157191;41708
Psinice;161126;45641
Litochovice;157310;41824
Benecko;162132;46644
Budilov;157054;41563
Polka;156630;41135
Neštìtice;159238;43741
Úroènice;159379;43881
Malé_Nepodøice;157784;42281
Brada;161496;45992
Pravìtín;156937;41421
Møièná;161922;46406
Pìtihosty;159636;44116
Hrubı_Jeseník;160804;45282
Aichelburk;160425;44902
Vilasova_Lhota;158582;43057
Nové_Kestøany;157662;42135
Bratøejov;158647;43120
itovlice;160941;45411
Tøešovice;157476;41944
Èernìtice;157257;41724
Pojedy;160929;45395
Štítkov;157033;41498
Pøistoupim;160173;44636
Korkusova_Hu;156846;41309
Raèí;157275;41736
Libáò;161201;45651
Šerava;156805;41254
Víchová_nad_Jizerou;162016;46463
Prosenická_Lhota;159007;43448
Prachov;161483;45923
Poèepice;158707;43143
Pøehvozdí;160088;44520
Nespeky;159550;43978
Lomnice_nad_Popelkou;161698;46120
Pøeborovice;157612;42032
Vylovka;159951;44367
Køílice;162122;46532
Poøíèany;160346;44755
Jickovice;158242;42648
Víchovská_Lhota;162067;46471
Staré_Hrady;161235;45639
Doubravany;160982;45385
Velké_Nepodøice;157819;42221
Sobìdra;158313;42715
Štìdronín-Plasy;158143;42538
Nišovice;157297;41692
Vysokı_Chlumec;158776;43169
Solná_Lhota;156896;41289
Veleliby;160674;45066
Zádolí;159153;43544
Vládyèín;158537;42928
Milejovice;157402;41790
Struhaøov;159846;44233
Lèovice;157166;41552
elechy;161768;46149
Kamenné_Zboí;160617;44998
Tuchom;161047;45425
Sudkovice;157483;41861
Košov;161667;46042
Stráka;158222;42596
Zvíkov;158205;42577
Sedlíkovice;157605;41977
Zlivice;157943;42312
Øehenice;159583;43951
Sedlèany;158914;43280
Horní_Sytová;162020;46385
Štìkeò;157655;42018
Vimperk;156987;41349
Brodek;161142;45501
Roudnice;162167;46525
Pecerady;159490;43847
Klášterec;156909;41266
Morcinov;161666;46022
Zhornı;159074;43429
Pravìtínská_Lada;156718;41073
Jedra;157443;41798
Vrátkov;160150;44504
Bøezka;161534;45888
Kuníèek;158604;42957
Sestrouò;158981;43332
Kotıøina;158421;42765
Bohumilice;157107;41449
Nová_Vrá;158045;42384
Èíová;157942;42279
Lipka;156865;41199
Jíkev;160846;45180
Benice;159341;43675
Barochov;159557;43889
Tınèany;158664;42995
Kuní;158624;42953
Milíkovice;157468;41796
Nebøehovice;157563;41886
Dolní_Sytová;161992;46315
Štíhlice;160018;44340
Èkynì;157168;41487
Bošovice;157919;42234
Zahrádky;156711;41025
Paøezská_Lhota;161537;45850
Cháøovice;159425;43734
Doubravèice;160071;44379
Zbonín;158229;42536
Borovka;159277;43584
Svojetice;159909;44215
Tınec_nad_Sázavou;159467;43769
Slavoòov;158454;42756
Svaryšov;157482;41783
Svatı_Petr;161626;45924
Jestøabí;162177;46474
Oøíkov;158854;43149
Sudslavice;157082;41375
Zechovice;157302;41594
Mrzky;160143;44430
Velbìhy;159079;43365
Sobìšovice;159350;43635
Osenice;161190;45475
Tismice;160180;44463
Lièno;161229;45512
Oseèany;159033;43313
Srbín;159945;44221
Lojovice;159671;43945
Poniklá;162117;46390
Michlova_Hu;156857;41128
Strannı;159212;43482
Radvánov;158499;42768
ernovka;160003;44270
Pøíchvoj;161411;45678
Seletice;161025;45291
Starov;157290;41546
Podìlusy;159480;43731
Masojedy;160083;44334
Tehovec;159941;44191
Štolmíø;160276;44526
Menèice;159854;44102
Zluèín;158521;42767
Èímyšl;161613;45858
Dunávice;159397;43640
Èilec;160702;44945
Nahoøany;157250;41491
Velenka;160447;44687
Holenice;161665;45901
Cejsice;157036;41269
Radslavice;159297;43528
Kníecí_Plánì;156658;40889
Prodašice;161120;45350
Baèalky;161232;45460
Kounice;160345;44568
Hájská;157625;41848
Všetice;159326;43545
Tøebkov;157934;42151
Nìmìtice;157423;41637
Studce;160936;45149
Køešice;157979;42192
Borová_Lada;156767;40980
Køesanov;157020;41230
Strunkovice_nad_Volyòkou;157467;41668
Horní_Ostrovec;158161;42361
Stranèice;159834;44032
Slaník;157658;41855
Hostovnice;158709;42906
Vletice;158736;42931
Pøedotice;157968;42160
Loveè;161533;45724
Všestary;159868;44056
Šnepov;160581;44769
Hubojedy;161504;45690
Bøekova_Lhota;158910;43094
Nihošovice;157402;41585
Límuzy;160189;44371
Svinná_Lada;156786;40967
Novı_Svìt;156826;41007
U_Mostu;158211;42391
Brtnice;159723;43903
Krušlov;157261;41433
Újezd_pod_Troskami;161621;45788
Prkošín;157333;41500
Onšovice;157152;41319
Velké_Popovice;159752;43918
Rostoklaty;160238;44404
Radíè;159087;43252
ebrákov;158500;42664
Doubek;160056;44213
Mladìjov;161543;45698
Spaøence;161385;45538
Šamonice;157943;42094
Tisovnice;158769;42919
Radošovice;157547;41696
Plhov;161488;45637
Skøivany;160161;44309
Louèeò;160913;45061
Babièky;160029;44177
Netvoøice;159410;43555
Rohozná;157769;41907
Krhanice;159539;43672
Pøišimasy;160161;44293
Straky;160747;44878
Tuchynì;159370;43500
Slaná;161859;45989
Dubí_Hora;157915;42042
Jizbická_Zavadilka;160825;44950
Všechromy;159837;43955
Zadní_Chlum;158639;42755
Kotelsko;161766;45881
Hoøensko;161849;45950
Vápensko;160688;44787
Zboíèko;160722;44819
Všedobrovice;159735;43832
Krásná_Hora_nad_Vltavou;158735;42832
Vensov;159478;43572
Vacovice;157249;41343
Pøíkrı;162000;46094
írec;157070;41163
Spyšova;161460;45551
Buøany;162244;46335
Libìtice;157501;41588
Semily;161926;46007
Starı_Vestec;160460;44538
Ktová;161663;45740
Kolí_u_Èíové;157982;42059
Helkovice;162093;46167
Rabakov;161234;45305
Úlehle;157445;41515
Strakonice;157637;41707
Tøíè;162203;46271
Rokytno;162346;46413
Vykáò;160384;44450
Plana;158607;42670
Nespice;157174;41236
Stéblovice;161547;45606
Probulov;158377;42435
Pøedboø;159829;43885
Støídka;157374;41428
Voltıøov;158541;42593
Troskovice;161637;45667
Cerhonice;158138;42167
ernov;161782;45809
Zdíkov;157071;41092
Loutí;159352;43373
Jetišov;157443;41463
Øitonice;161306;45324
Vlkava;160868;44884
Nedvìzí;159382;43398
Jalovice;159885;43899
Nové_Hutì;156924;40937
Vysoké_nad_Jizerou;162194;46205
Døešín;157316;41327
Domanice;157756;41765
Pokovy_Hutì;156931;40939
Smiradice;157530;41537
Radov;158822;42829
Jabkenice;161037;45044
Nebøenice;159821;43826
Podmoky;158704;42705
Koubalova_Lhota;158634;42635
elivec;159748;43746
Tatobity;161828;45819
Øíèany;159973;43963
Malechovice;161583;45572
Kolí_u_Orlíka;158451;42437
Dolní_Bousov;161402;45384
Rokytnice_nad_Jizerou;162322;46301
Radomyšl;157812;41791
Miøetice;157225;41203
Radobytce;158121;42097
Drouetice;157725;41694
Pøeèín;157258;41225
Mierschin;159326;43292
Dolní_Bøezky;159698;43664
Skalsko;159656;43620
Dobrš;157298;41262
Masákova_Lhota;157077;41040
Virt;157644;41606
Pøerov_nad_Labem;160513;44475
Nepøívìc;161549;45508
Teletín;159448;43404
Vacov;157238;41187
Vyšehoøovice;160377;44321
Milovice;160723;44666
Václaví;161809;45749
Chomutovice;159863;43801
Kozovazy;160401;44338
Proudkovice;158755;42688
Draejov;157670;41603
Krenitschna;159251;43178
Sklenaøice;162253;46177
Rojice;157911;41834
Leskovice;157840;41763
Libošovice;161570;45488
Hostìradice;159557;43475
Hojšín;158894;42808
erèice;161197;45108
Pukòov;158502;42412
Sulice;159762;43670
Petkovy;161322;45230
Jarotice;158091;41999
Volavec;161821;45728
Rohatsko;161409;45314
Radenice;160858;44763
Muetice;158040;41945
Ryovištì;162437;46340
Kuøí;159961;43863
Støela;157656;41556
Rejšice;161019;44918
Lesní_Chalupy;157021;40917
Nechánice;159725;43618
Radvánovice;161769;45661
Pìèice;161124;45012
Slap;161966;45853
Paseky_nad_Jizerou;162317;46203
Kraselov;157529;41412
Malá_Lhota;161621;45502
Krèkovice;161679;45560
Olešky;159836;43715
Kvilda;156862;40739
Jaroškov;157151;41027
Stachy;157126;41000
Kovarna;158981;42852
Horní_Bousov;161480;45351
Zvírotice;159035;42905
Svobodín;161394;45263
Svatoòovice;161814;45682
Modletice;159905;43773
Hodìjov;157458;41325
Lipník;160872;44737
Krsice;158352;42217
Horoušánky;160315;44172
Rakovice;158308;42164
Lysá_nad_Labem;160645;44498
Chotouò;159679;43532
Nová_Telib;161252;45099
Podkost;161570;45416
Klínovice;157802;41647
Ríhov;157100;40944
Kosoøice;161067;44909
Rytíøova_Lhota;161611;45451
Èelina;159142;42982
Velká;158915;42753
upanovice;159065;42896
Mokrsko;159183;43013
Loktuše;161885;45715
Pipice;161970;45798
Sibøina;160181;44008
Høimìdice;158998;42825
Nupaky;159981;43807
Lhota_nad_Rohanovem;157246;41069
Studené;159639;43460
Slouèín;157620;41437
Sedmihorky;161775;45588
Bošice;157231;41043
Solenice;158776;42587
Pøepeøe;161496;45306
Lety;158454;42263
Drahoòovice;161719;45526
Prostøední_Lhota;159217;43019
Zlatá_Olešnice;162267;46061
Zvotoky;157480;41273
Návarov;162175;45967
Pelechov;162037;45828
Horní_Nerestce;158384;42174
Haratice;162249;46038
Malá_Horka;162052;45840
Luèkovice;158216;42004
Zduchovice;158843;42627
Vyskeø;161694;45474
Slapy;159409;43188
Rotštejn;161900;45677
Luštìnice;161033;44810
Koclov;157628;41404
Obruby;161472;45247
Dolní_Jirèany;159829;43604
Míreè;158182;41955
Nehvizdy;160418;44190
Dolní_Líšnice;158772;42544
Ctimìøice;161209;44980
Stupice;160171;43941
Dlouhı;162002;45766
Horní_Tøtí;158900;42663
Taovice;157538;41297
Škvoøetice;158088;41847
Smrèí;161946;45704
Javorník;157244;40993
Na_Kamenici;161570;45315
Èestlice;160008;43751
Psáry;159796;43538
Osnice;159908;43650
Strašice;157448;41189
Kozárovice;158578;42319
Støevelná;162099;45838
Jílové_u_Drkova;162147;45886
Èelákovice;160513;44250
Krischau;159321;43054
Martinovice;161393;45124
Stiedrik;159814;43543
Kolodìje;160200;43928
Jirny;160370;44098
Škùdra;157499;41221
Tøebohostice;157864;41583
Valdštejnsko;161826;45544
Porostliny;159393;43106
Drkov;162200;45910
Uhøínìves;160092;43798
eleznı_Brod;162057;45762
Dobrovice;161182;44887
Skalany;161727;45430
Klánovice;160304;44007
Plavy;162250;45952
Pacelice;158104;41804
Solec;161521;45217
Bojetice;161206;44901
Šestajovice;160347;44040
Slavkovice;158369;42058
Ohrazenice;157551;41238
Holé_Vrchy;161251;44938
Koberovy;161999;45685
Libeø;159757;43442
Jablonce;158992;42674
Stará_Lysá;160719;44397
Píkovice;159604;43281
Nepøejov;158851;42528
Zadní_Zborovice;157857;41533
Filipova_Hu;156882;40558
Maleè;157356;41030
Kacanovy;161762;45436
Slovanská_Lhota;159109;42777
idnìves;161317;44984
Neèín;159035;42702
Zdimìøice;159932;43596
Dolní_Poøíèí;157716;41379
Velké_Hamry;162284;45946
Horní_Lišnice;158836;42492
Èekanice;157999;41652
Prùhonice;159999;43651
Káranı;160559;44211
Zuklín;157307;40957
Krámy;159359;43009
Hradiško;159578;43228
Cetynì;158719;42364
Touškov;158543;42185
Volenice;157608;41244
Dvoretice;158215;41850
Mstìtice;160457;44091
Míšovice;158385;42015
Lounice;162175;45803
Sıèina;161174;44801
Libichov;161130;44756
Tìpeøe;162107;45731
Modrava;156877;40498
Husí_Lhota;161394;45014
Nechalov;159127;42745
Šumburk_nad_Desnou;162371;45984
Toušeò;160541;44150
Øetenice;157226;40835
Krejnice;157548;41155
Strupina;159021;42626
Okrouhlo;159740;43342
Vahlovice;158232;41830
Zakopaná;161637;45233
Èihadla;160769;44360
Turnov;161867;45456
Šlemín;159596;43184
Pustiny;162408;45995
Libeò;159804;43391
ehrov;161709;45288
Myslín;158503;42082
Rakousy;161985;45563
Úhelnice;161434;45011
Malá_Leèice;159431;43008
antov;161554;45129
Reteè;158582;42157
Novı_Vestec;160588;44161
Ohaø;158546;42116
Støelskohoštická_Lhota;157795;41364
Chraštice;158646;42215
Nahoøánky;157381;40948
Uzenice;158314;41880
Velká_Leèice;159407;42970
Tanvald;162360;45918
Horní_Hbity;158891;42449
Volenovice;161367;44924
Xaverov;160316;43869
Antigel;156984;40535
Hodkovice;159900;43450
Hlupín;157871;41420
Dalimìøice;161900;45444
Strašnov;161125;44668
Bìlohrad;159061;42604
Václavíkova_Studánka;162511;46052
Benátky_nad_Jizerou;160931;44470
Koprník;161502;45039
Podbrahy;160703;44236
Všeò;161784;45316
Záborèí;162022;45552
Starı_Knín;159320;42850
Újezd_u_Skalièan;158247;41773
Pøedmìøice_nad_Jizerou;160818;44344
elenov;157599;41122
Meèichov;157913;41436
Hvozdnice;159591;43114
Damíè;157455;40978
Chobot;158280;41801
Pøíhrazy;161699;45219
Jelence;158952;42472
Dolní_Stakory;161399;44917
Støelské_Hoštice;157752;41268
Násedlnice;161476;44992
Raèany;159661;43172
Schätzova_Myt’;156958;40463
Drsník;158808;42304
Kateøinky;160077;43566
Kletice;158655;42143
Káciò;158875;42363
Snìhov;162100;45586
Nestrašovice;158593;42078
Èernívsko;158322;41807
Blatná;158160;41645
Ohrobec;159814;43296
Desná;162432;45909
Sobìtuchy;160817;44290
Bukovník;157512;40984
Záboøí;158012;41481
Ploukonice;161797;45261
Zvole;159791;43253
Mìchenice;159706;43168
Houšt’ka;160605;44065
Libice;159161;42620
Horní_Stakory;161433;44892
Kochánky;160886;44341
Straištì;158559;42011
Tušovice;158642;42092
Písková_Lhota;161176;44616
Daleké_Dušníky;159128;42560
Rtišovice;158775;42202
Poèaply;158524;41950
Zásadka;161647;45072
Písnice;159978;43401
Stìov;158871;42290
Bezdìdovice;158221;41640
Mokra_Vrata;159349;42762
Kašperské_Hory;157257;40668
líbek;157321;40730
Veøechov;157720;41129
Pouštì;159321;42729
ihobce;157489;40895
Ostruno;157368;40774
Krnsko;161192;44589
Mladá_Boleslav;161316;44710
Drahenickı_Málkov;158312;41704
Brandıs_nad_Labem-Stará_Boleslav;160599;43990
Radìtice;158847;42236
Kozí_Høbet;157187;40576
Frıdštejn;162087;45476
Oubìnice;159096;42479
Šimanov;157403;40785
Mariánská_Hora;162462;45843
Horní_Èerná_Studnice;162273;45654
Èisovice;159563;42944
Jizerní_Vtelno;161182;44560
Rozsedly;157455;40832
Svaté_Pole;157772;41148
Stránov;161193;44565
Slivonice;157984;41356
Øeèice;158187;41559
Vranèice;158754;42125
Podruhlí;158387;41751
