a;b;c
Kbílek;159956;45454
Jestřabí_Lhota;160287;45785
Kášovice;158091;43588
Mitrovice;158519;44013
Černěves;157146;42632
Lipiny_u_Radošovic;159195;44679
Koryto;156582;42065
Frantoly;156757;42238
Ohnišťany;161054;46533
Nové_Smrkovice;161151;46627
Nestanice;157128;42598
Žitná;156924;42393
Řepeč;158091;43559
Nový_Kostelec;158362;43830
Nesperská_Lhota;159021;44489
Zibohlavy;160006;45473
Schlag;156732;42189
Na_Kopičáku;160541;45998
Ostroměř;161192;46648
Všeteč;157530;42983
Třemešná;158244;43696
Útěchvosty;159462;44913
Záhoří_u_Miličína;158612;44062
Svoboda_nad_Úpou;162003;47449
Poďousy;159849;45293
Žehuň;160434;45874
Hostinné;161730;47170
Dobrný;157687;43127
Krtely;157069;42508
Kozín;157947;43381
Slověnice;159223;44655
Volárna;160294;45721
Mezno;158510;43935
Borotín;158416;43839
Radovesnice;160034;45455
Rataje;157920;43337
Leopold;161859;47275
Dolní_Borek;158673;44087
Oltyně;158155;43567
Lažíšťka;156796;42208
Skříněřov;156629;42040
Ratměřice;158858;44269
Běrunice;160594;46001
Drahobudice;159800;45199
Borovnička;161603;47002
Lošánky;159977;45375
Čelivo;159015;44407
Leptač;156741;42132
Vlásenice;158295;43685
Stupčice;158505;43893
Lošany;159992;45378
Střihov;160722;46107
Šárovcova_Lhota;161304;46687
Dolní_Jelčany;159766;45147
Malovidy;159457;44834
Rataje_nad_Sázavou;159494;44870
Lázně_Bělohrad;161372;46748
Opařany;158070;43444
Hladná;157637;43011
Bukovina_u_Pecky;161456;46830
Dražič;157779;43151
Bořetice;158756;44128
Prostřední_Olešnice;161687;47057
Nevratice;161110;46479
Jelemek;156767;42134
Vinary;160926;46287
Miličín;158626;43984
Šternov;159373;44728
Hlušičky;160833;46187
Sobčice;161191;46544
Měchnov;159346;44698
Bílkovice;159231;44583
Truskovice;157133;42483
Sány;160399;45743
Dolní_Sněžná;156521;41865
Srlín;158004;43346
Chomutice;161150;46489
Žibkov;158581;43911
Veltruby;160226;45554
Dolní_Lysečiny;162160;47488
Janské_Lázně;162019;47345
Horní_Albeřice;162218;47539
Podhorní_Újezd;161243;46563
Zbytiny;156616;41934
Svatá_Magdalena;156547;41864
Zadní_Ždírnice;161666;46978
Polní_Voděrady;159975;45286
Smrk;159643;44952
Sobočice;159818;45125
Bonkovice;158489;43791
Křečhoř;160082;45381
Albrechtice_nad_Vltavou;157610;42908
Zběšice;157950;43246
Smrkov;158422;43717
Broumovice;158831;44126
Chomutičky;161161;46454
Milovanice;159086;44377
Talmberk;159573;44863
Skrýchov;158158;43446
Pecka;161537;46825
Karlov-Nepomuk;157838;43126
Křivošín;158400;43687
Horní_Javoří;161496;46783
Moravsko;159267;44550
Přední_Ždírnice;161693;46973
Milhostice;158559;43837
Drahňovice;159432;44705
Vitějovice;156948;42220
Vojice;161255;46526
Svatojanský_Újezd;161363;46629
Slemeno;161729;46994
Oldřichovec;158723;43985
Zdenice;156833;42093
Vodňany;157273;42525
Libodřice;160014;45265
Vysoké_Veselí;161059;46309
Sběř;161024;46273
Mlázovice;161318;46565
Litichovice;159305;44552
Velký_Osek;160316;45559
Libenice;158471;43705
Samopše;159557;44789
Bělá_u_Pecky;161517;46749
Městec_Králové;160663;45893
Žernovice;156891;42119
Údraž;157702;42929
Stožice;157224;42451
Veselská_Lhota;161092;46317
Sekeřice;160917;46142
Čeřenice;159500;44723
Uhlíře;161487;46708
Opočnice;160552;45773
Buchov;158761;43980
Medenice;157540;42757
Třebešice;159281;44496
Protivín;157438;42652
Kanín;160395;45604
Stříbrnice;161144;46352
Vítězov;160153;45360
Albrechtovice;156693;41900
Šipoun;157079;42285
Svatkovice;157896;43101
Mysletice;158792;43995
Třtěnice;161208;46407
Dolní_Kalná;161724;46918
Staré_Prachatice;156877;42066
Nuzov;157561;42749
Třemošnice;159419;44603
Žlunice;160967;46146
Perlovice;156751;41929
Lísek;159171;44343
Svoříž;158311;43480
Slabčice;157845;43014
Hlivín;158993;44162
Rakov;157891;43059
Písecká_Smoleč;157825;42991
Fořt;161914;47080
Jehnědno;157759;42923
Vlhošť;161108;46264
Předhradí;160292;45448
Ostrý;158477;43632
Křišťanovice;156687;41840
Volary;156508;41660
Prachatice;156841;41993
Vinice;160721;45866
Kovač;161267;46412
Dolní_Malá_Úpa;162292;47436
Jezviny;158261;43402
Horní_Kruty;159742;44879
Dolní_Kruty;159729;44861
Velim;160191;45321
Strženec;158985;44115
Nové_Údoli;156255;41385
Doubravčany;159880;45006
Volanice;161074;46195
Zálší;158111;43230
Stožec;156350;41464
Bajervek;160215;45327
Benátky;159691;44802
Myšenec;157515;42625
Odřepsy;160461;45566
Žeretice;161131;46235
Sázava;159589;44690
Velká_Úpa;162207;47307
Strunkovice_nad_Blanicí;157069;42166
Dubečno;160874;45970
Blanice;157123;42219
Talínské_Kukle;157592;42681
Humenec;159345;44434
Křtětice;157358;42445
Tatouňovice;159425;44511
Rohov;158608;43691
Sepekov;158172;43254
Záhornice;160792;45873
Jiřín;158969;44045
Pustá_Proseč;161473;46541
Brixův_Dvůr;156533;41600
Votice;158848;43914
České_Žleby;156417;41482
Krašlovice;157333;42397
Hubov;158405;43469
Slavhostice;160988;46048
Toušice;159961;45019
Jezero;159281;44339
Štikov;161556;46609
Okřínek;160526;45577
Cunkov;158506;43557
Choťánky;160442;45487
Butoves;161237;46282
Arnoštovice;158767;43812
Horka_u_Staré_Paky;161683;46727
Čeňovice;159338;44382
Rastory;157932;42974
Vrčení;160464;45503
Petříkovice;158383;43420
Svinětice;157252;42286
Senice;160590;45623
Modlíkov;158366;43397
Hradenín;160098;45128
Vitice;157311;42340
Ostředek;159471;44497
Střelítov;158832;43854
Mladoušov;158900;43915
Mlynářovice;156681;41693
Střížkov;159319;44330
Lhotky;159860;44871
Heřmaničky;158737;43747
Slatinky;161178;46185
Ounuz;158522;43529
Vlkančice;159686;44691
Maletice;157553;42557
Pohorovice;157403;42405
Záblatí;156795;41794
Přebozy;160080;45079
Poušt;160766;45764
Nazdice;158812;43810
Věřice;159313;44310
Nedařiž;161691;46688
Budkov;157024;42021
Oseky;156883;41878
Kochánov;159342;44337
Vodslivy;159519;44512
Radímek;160190;45182
Tuř;161264;46251
Vlksice;158339;43324
Olbramovice_Městečko;158935;43920
Husinec;156976;41961
Semtínek;158970;43953
Prostřední_Lánov;161988;46969
Krejčovice;156736;41717
Pec_pod_Sněžkou;162219;47199
Kunčice;161870;46850
Malá_Strana;160858;45837
Ždánice;159902;44877
Selibov;157606;42580
Milíčeves;161208;46181
Žabonosy;160113;45082
Okrouhlá;158124;43093
Šichova_Vesec;158407;43369
Kácova_Lhota;159402;44363
Dubská_Lhota;157123;42084
Mozolov;158422;43379
Opřetice;159078;44030
Kacákova_Lhota;161310;46258
Cerhýnky;160215;45160
Velké_Heřmanice;158761;43699
Útěšov;157243;42180
Liščí_Kopec;161933;46870
Boušice;159281;44217
Vršce;161036;45969
Levínská_Olešnice;161690;46622
Horouty;156940;41872
Samechov;159615;44545
Řeheč;161348;46278
Přeštěnice;158335;43261
Sušetice;158594;43519
Kluky;157814;42736
Krymlov;159862;44783
Kratušín;156865;41786
Horní_Lánov;162051;46972
Košovice;158865;43785
Dobřemilice;158370;43290
Myslíč;159255;44174
Sembratec;159397;44315
Podlevín;161639;46553
Tourov;157191;42104
Zahradnice;159001;43913
Chocholatá_Lhota;157056;41967
Stehlovice;158059;42969
Zálesní_Lhota;161816;46716
Náchodsko;161325;46225
Úbislavice;161513;46411
Molitorov;159985;44881
Dřevěnice;161447;46341
Dub;157146;42036
Podolsko;157956;42842
Ratenice;160293;45178
Chotětice;158742;43627
Vlkovec;159581;44464
Týnice;158321;43204
Dolní_Branná;161898;46781
Úmyslovice;160651;45533
Klášterní_Skalice;160075;44956
Nemyčeves;161230;46110
Petroupec;159397;44276
Běchary;161005;45878
Petroupim;159386;44258
Skalky;158543;43410
Kvasejovice;158634;43501
Probylov;157825;42690
Heřmaň;157544;42406
Labouň;161110;45964
Temešvár;157940;42791
Stará_Paka;161633;46483
Veletín;158577;43425
Dědkov;158785;43633
Božkovice;159014;43860
Malý_Nouzov;160882;45726
Dobřichov;160255;45097
Pivkovice;157368;42209
Vrbová_Lhota;160358;45188
Osletín;158340;43170
Nosetín;158505;43334
Lenora;156551;41380
Javornice;157186;42014
Výžerky;159824;44650
Tužín;161495;46319
Podchýšská_Lhota;158437;43260
Vrchlabí;162006;46828
Dymokury;160786;45608
Kaplice;156656;41477
Rovnáčov;161812;46632
Blehov;158378;43197
Radim;161468;46286
Jičíněves;161194;46012
Vrbčany;160161;44978
Vlachovo_Březí;157060;41875
Studeňany;161439;46254
Krajničko;157272;42086
Radím;160224;45037
Zboží;161551;46359
Chyšky;158475;43283
Jamný;157921;42728
Pečky;160289;45091
Malé_Zboží;160514;45313
Třebovle;160087;44885
Velké_Zboží;160519;45308
Jírovice;159222;44006
Měkynec;157306;42088
Soběhrdy;159427;44203
Moravčice;161365;46139
Roškopov;161653;46426
Dachov;156982;41753
Řasnice;156521;41290
Horní_Branná;161946;46714
Bedrč;159387;44155
Křečkov;160576;45343
Štětice;157523;42287
Zátoň;156627;41390
Horní_Kožlí;157001;41762
Nečas;160947;45702
Horní_Novosedly;157832;42586
Netonice;157387;42140
Žárovná;156948;41698
Hořejší_Vrchlabí;162074;46820
Chotutice;160224;44970
Lháň;161508;46253
Krsmol;161612;46356
Manělovice;159011;43752
Čistec;159499;44239
Černá_Hora;160799;45537
Přeborov;158334;43071
Prusice;159899;44634
Dolní_Novosedly;157853;42588
Ražice;157571;42305
Nové_Chvalovice;160506;45238
Staré_Místo;161296;46027
Keteň;161181;45911
Zbelitov;158261;42987
Velké_Chvalovice;160317;45040
Soběraz;161483;46206
Drahoraz;161146;45861
Mojkov;157005;41718
Tvrzice;157190;41901
Putím;157646;42357
Včelná_pod_Boubínem;156872;41577
Svatonice;157892;42595
Valdice;161456;46155
Svídnice;160848;45545
Bohunice;157224;41920
Roztoky_u_Jilemnice;161804;46499
Šumavské_Hoštice;156926;41617
Malý_Vestec;160721;45410
Jiřetice;157264;41952
Syřenov;161596;46283
Kostelní_Střimelice;159730;44417
Soudná;161425;46100
Hodkov;158597;43270
Červený_Újezdec;157999;42671
Budiměřice;160625;45296
Svatbín;159970;44640
Kovanice;160542;45212
Minartice;158938;43606
Květov;158161;42827
Nálesí;158518;43182
Šlotava;160636;45294
Šlikova_Ves;161325;45982
Podmračí;159455;44112
Horní_Nakvasovice;157109;41764
Chvojen;159258;43912
Strážný;156508;41161
Hřiby;160114;44760
Libeč;159122;43767
Železnice;161513;46154
Tatce;160292;44932
Hořátev;160479;45119
Těšín;161497;46133
Dubsko;159580;44216
Čepřovice;157297;41925
Údrnická_Lhota;161185;45811
Bradlecká_Lhota;161563;46189
Ledečky;160909;45529
Mrač;159455;44072
Žďár_u_Kumburku;161602;46216
Bolíkovice;157086;41700
Maršovice;159083;43694
Zábrdovice;160833;45443
Strnadice;159039;43649
Setěchovice;157106;41713
Tisem;159218;43824
Nové_Zámky;160892;45496
Vatěkov;159296;43896
Vojníkov;157932;42531
Bořená_Hora;158918;43517
Draho;160670;45268
Vokšice;161369;45966
Kostelec_nad_Černými_Lesy;159981;44578
Svojek;161771;46367
Bratříkovice;158589;43185
Radhostice;157054;41642
Předslavice;157222;41805
Dílce;161495;46078
Podlužany;160919;45499
Čerčany;159529;44109
Karbova_Huť;156742;41317
Syneč;160092;44662
Purkratice;157834;42401
Křinec;160846;45413
Přední_Labská;162199;46762
Oslov;158078;42636
Nedrahovické_Podhájí;158745;43302
Žhery;160273;44829
Hrejkovice;158318;42872
Staré_Kestřany;157661;42213
Přibyšice;159257;43809
Kyje;161582;46134
Zderadice;159134;43682
Držov;157959;42507
Kučeř;158190;42737
Klimětice;158989;43531
Sudoměř;157600;42141
Samoty;156590;41123
Střevač;161294;45823
Hodětice;159036;43565
Zvěřínek;160490;45017
Zaječí;159181;43706
Jevany;159906;44431
Hlásná_Lhota;161377;45902
Sadská;160435;44959
Topělec;157893;42415
Kosova_Hora;158893;43415
Řehovice;159106;43626
Straňovice;157191;41708
Psinice;161126;45641
Litochovice;157310;41824
Benecko;162132;46644
Budilov;157054;41563
Polka;156630;41135
Neštětice;159238;43741
Úročnice;159379;43881
Malé_Nepodřice;157784;42281
Brada;161496;45992
Pravětín;156937;41421
Mřičná;161922;46406
Pětihosty;159636;44116
Hrubý_Jeseník;160804;45282
Aichelburk;160425;44902
Vilasova_Lhota;158582;43057
Nové_Kestřany;157662;42135
Bratřejov;158647;43120
Žitovlice;160941;45411
Třešovice;157476;41944
Černětice;157257;41724
Pojedy;160929;45395
Štítkov;157033;41498
Přistoupim;160173;44636
Korkusova_Huť;156846;41309
Račí;157275;41736
Libáň;161201;45651
Šerava;156805;41254
Víchová_nad_Jizerou;162016;46463
Prosenická_Lhota;159007;43448
Prachov;161483;45923
Počepice;158707;43143
Přehvozdí;160088;44520
Nespeky;159550;43978
Lomnice_nad_Popelkou;161698;46120
Přeborovice;157612;42032
Vyžlovka;159951;44367
Křížlice;162122;46532
Poříčany;160346;44755
Jickovice;158242;42648
Víchovská_Lhota;162067;46471
Staré_Hrady;161235;45639
Doubravany;160982;45385
Velké_Nepodřice;157819;42221
Sobědraž;158313;42715
Štědronín-Plasy;158143;42538
Nišovice;157297;41692
Vysoký_Chlumec;158776;43169
Solná_Lhota;156896;41289
Veleliby;160674;45066
Zádolí;159153;43544
Vládyčín;158537;42928
Milejovice;157402;41790
Struhařov;159846;44233
Lčovice;157166;41552
Želechy;161768;46149
Kamenné_Zboží;160617;44998
Tuchom;161047;45425
Sudkovice;157483;41861
Košov;161667;46042
Strážka;158222;42596
Zvíkov;158205;42577
Sedlíkovice;157605;41977
Zlivice;157943;42312
Řehenice;159583;43951
Sedlčany;158914;43280
Horní_Sytová;162020;46385
Štěkeň;157655;42018
Vimperk;156987;41349
Brodek;161142;45501
Roudnice;162167;46525
Pecerady;159490;43847
Klášterec;156909;41266
Morcinov;161666;46022
Zhorný;159074;43429
Pravětínská_Lada;156718;41073
Jedraž;157443;41798
Vrátkov;160150;44504
Březka;161534;45888
Kuníček;158604;42957
Sestrouň;158981;43332
Kotýřina;158421;42765
Bohumilice;157107;41449
Nová_Vráž;158045;42384
Čížová;157942;42279
Lipka;156865;41199
Jíkev;160846;45180
Benice;159341;43675
Barochov;159557;43889
Týnčany;158664;42995
Kuní;158624;42953
Milíkovice;157468;41796
Nebřehovice;157563;41886
Dolní_Sytová;161992;46315
Štíhlice;160018;44340
Čkyně;157168;41487
Bošovice;157919;42234
Zahrádky;156711;41025
Pařezská_Lhota;161537;45850
Chářovice;159425;43734
Doubravčice;160071;44379
Zbonín;158229;42536
Borovka;159277;43584
Svojetice;159909;44215
Týnec_nad_Sázavou;159467;43769
Slavoňov;158454;42756
Svaryšov;157482;41783
Svatý_Petr;161626;45924
Jestřabí;162177;46474
Oříkov;158854;43149
Sudslavice;157082;41375
Zechovice;157302;41594
Mrzky;160143;44430
Velběhy;159079;43365
Soběšovice;159350;43635
Osenice;161190;45475
Tismice;160180;44463
Lično;161229;45512
Osečany;159033;43313
Srbín;159945;44221
Lojovice;159671;43945
Poniklá;162117;46390
Michlova_Huť;156857;41128
Stranný;159212;43482
Radvánov;158499;42768
Žernovka;160003;44270
Příchvoj;161411;45678
Seletice;161025;45291
Starov;157290;41546
Podělusy;159480;43731
Masojedy;160083;44334
Tehovec;159941;44191
Štolmíř;160276;44526
Menčice;159854;44102
Zlučín;158521;42767
Čímyšl;161613;45858
Dunávice;159397;43640
Čilec;160702;44945
Nahořany;157250;41491
Velenka;160447;44687
Holenice;161665;45901
Cejsice;157036;41269
Radslavice;159297;43528
Knížecí_Pláně;156658;40889
Prodašice;161120;45350
Bačalky;161232;45460
Kounice;160345;44568
Hájská;157625;41848
Všetice;159326;43545
Třebkov;157934;42151
Němětice;157423;41637
Studce;160936;45149
Křešice;157979;42192
Borová_Lada;156767;40980
Křesanov;157020;41230
Strunkovice_nad_Volyňkou;157467;41668
Horní_Ostrovec;158161;42361
Strančice;159834;44032
Slaník;157658;41855
Hostovnice;158709;42906
Vletice;158736;42931
Předotice;157968;42160
Loveč;161533;45724
Všestary;159868;44056
Šnepov;160581;44769
Hubojedy;161504;45690
Břekova_Lhota;158910;43094
Nihošovice;157402;41585
Límuzy;160189;44371
Svinná_Lada;156786;40967
Nový_Svět;156826;41007
U_Mostu;158211;42391
Brtnice;159723;43903
Krušlov;157261;41433
Újezd_pod_Troskami;161621;45788
Prkošín;157333;41500
Onšovice;157152;41319
Velké_Popovice;159752;43918
Rostoklaty;160238;44404
Radíč;159087;43252
Žebrákov;158500;42664
Doubek;160056;44213
Mladějov;161543;45698
Spařence;161385;45538
Šamonice;157943;42094
Tisovnice;158769;42919
Radošovice;157547;41696
Plhov;161488;45637
Skřivany;160161;44309
Loučeň;160913;45061
Babičky;160029;44177
Netvořice;159410;43555
Rohozná;157769;41907
Krhanice;159539;43672
Přišimasy;160161;44293
Straky;160747;44878
Tuchyně;159370;43500
Slaná;161859;45989
Dubí_Hora;157915;42042
Jizbická_Zavadilka;160825;44950
Všechromy;159837;43955
Zadní_Chlum;158639;42755
Kotelsko;161766;45881
Hořensko;161849;45950
Vápensko;160688;44787
Zbožíčko;160722;44819
Všedobrovice;159735;43832
Krásná_Hora_nad_Vltavou;158735;42832
Vensov;159478;43572
Vacovice;157249;41343
Příkrý;162000;46094
Žírec;157070;41163
Spyšova;161460;45551
Buřany;162244;46335
Libětice;157501;41588
Semily;161926;46007
Starý_Vestec;160460;44538
Ktová;161663;45740
Kožlí_u_Čížové;157982;42059
Helkovice;162093;46167
Rabakov;161234;45305
Úlehle;157445;41515
Strakonice;157637;41707
Tříč;162203;46271
Rokytno;162346;46413
Vykáň;160384;44450
Plana;158607;42670
Nespice;157174;41236
Stéblovice;161547;45606
Probulov;158377;42435
Předboř;159829;43885
Střídka;157374;41428
Voltýřov;158541;42593
Troskovice;161637;45667
Cerhonice;158138;42167
Žernov;161782;45809
Zdíkov;157071;41092
Loutí;159352;43373
Jetišov;157443;41463
Řitonice;161306;45324
Vlkava;160868;44884
Nedvězí;159382;43398
Jažlovice;159885;43899
Nové_Hutě;156924;40937
Vysoké_nad_Jizerou;162194;46205
Dřešín;157316;41327
Domanice;157756;41765
Pokovy_Hutě;156931;40939
Smiradice;157530;41537
Radov;158822;42829
Jabkenice;161037;45044
Nebřenice;159821;43826
Podmoky;158704;42705
Koubalova_Lhota;158634;42635
Želivec;159748;43746
Tatobity;161828;45819
Říčany;159973;43963
Malechovice;161583;45572
Kožlí_u_Orlíka;158451;42437
Dolní_Bousov;161402;45384
Rokytnice_nad_Jizerou;162322;46301
Radomyšl;157812;41791
Miřetice;157225;41203
Radobytce;158121;42097
Droužetice;157725;41694
Přečín;157258;41225
Mierschin;159326;43292
Dolní_Březky;159698;43664
Skalsko;159656;43620
Dobrš;157298;41262
Masákova_Lhota;157077;41040
Virt;157644;41606
Přerov_nad_Labem;160513;44475
Nepřívěc;161549;45508
Teletín;159448;43404
Vacov;157238;41187
Vyšehořovice;160377;44321
Milovice;160723;44666
Václaví;161809;45749
Chomutovice;159863;43801
Kozovazy;160401;44338
Proudkovice;158755;42688
Dražejov;157670;41603
Krenitschna;159251;43178
Sklenařice;162253;46177
Rojice;157911;41834
Leskovice;157840;41763
Libošovice;161570;45488
Hostěradice;159557;43475
Hojšín;158894;42808
Žerčice;161197;45108
Pukňov;158502;42412
Sulice;159762;43670
Petkovy;161322;45230
Jarotice;158091;41999
Volavec;161821;45728
Rohatsko;161409;45314
Radenice;160858;44763
Mužetice;158040;41945
Ryžoviště;162437;46340
Kuří;159961;43863
Střela;157656;41556
Rejšice;161019;44918
Lesní_Chalupy;157021;40917
Nechánice;159725;43618
Radvánovice;161769;45661
Pěčice;161124;45012
Slap;161966;45853
Paseky_nad_Jizerou;162317;46203
Kraselov;157529;41412
Malá_Lhota;161621;45502
Krčkovice;161679;45560
Olešky;159836;43715
Kvilda;156862;40739
Jaroškov;157151;41027
Stachy;157126;41000
Kovarna;158981;42852
Horní_Bousov;161480;45351
Zvírotice;159035;42905
Svobodín;161394;45263
Svatoňovice;161814;45682
Modletice;159905;43773
Hodějov;157458;41325
Lipník;160872;44737
Krsice;158352;42217
Horoušánky;160315;44172
Rakovice;158308;42164
Lysá_nad_Labem;160645;44498
Chotouň;159679;43532
Nová_Telib;161252;45099
Podkost;161570;45416
Klínovice;157802;41647
Ríhov;157100;40944
Kosořice;161067;44909
Rytířova_Lhota;161611;45451
Čelina;159142;42982
Velká;158915;42753
Županovice;159065;42896
Mokrsko;159183;43013
Loktuše;161885;45715
Pipice;161970;45798
Sibřina;160181;44008
Hřiměždice;158998;42825
Nupaky;159981;43807
Lhota_nad_Rohanovem;157246;41069
Studené;159639;43460
Sloučín;157620;41437
Sedmihorky;161775;45588
Bošice;157231;41043
Solenice;158776;42587
Přepeře;161496;45306
Lety;158454;42263
Drahoňovice;161719;45526
Prostřední_Lhota;159217;43019
Zlatá_Olešnice;162267;46061
Zvotoky;157480;41273
Návarov;162175;45967
Pelechov;162037;45828
Horní_Nerestce;158384;42174
Haratice;162249;46038
Malá_Horka;162052;45840
Lučkovice;158216;42004
Zduchovice;158843;42627
Vyskeř;161694;45474
Slapy;159409;43188
Rotštejn;161900;45677
Luštěnice;161033;44810
Koclov;157628;41404
Obruby;161472;45247
Dolní_Jirčany;159829;43604
Míreč;158182;41955
Nehvizdy;160418;44190
Dolní_Líšnice;158772;42544
Ctiměřice;161209;44980
Stupice;160171;43941
Dlouhý;162002;45766
Horní_Třtí;158900;42663
Tažovice;157538;41297
Škvořetice;158088;41847
Smrčí;161946;45704
Javorník;157244;40993
Na_Kamenici;161570;45315
Čestlice;160008;43751
Psáry;159796;43538
Osnice;159908;43650
Strašice;157448;41189
Kozárovice;158578;42319
Střevelná;162099;45838
Jílové_u_Držkova;162147;45886
Čelákovice;160513;44250
Krischau;159321;43054
Martinovice;161393;45124
Stiedrik;159814;43543
Koloděje;160200;43928
Jirny;160370;44098
Škůdra;157499;41221
Třebohostice;157864;41583
Valdštejnsko;161826;45544
Porostliny;159393;43106
Držkov;162200;45910
Uhříněves;160092;43798
Železný_Brod;162057;45762
Dobrovice;161182;44887
Skalany;161727;45430
Klánovice;160304;44007
Plavy;162250;45952
Pacelice;158104;41804
Solec;161521;45217
Bojetice;161206;44901
Šestajovice;160347;44040
Slavkovice;158369;42058
Ohrazenice;157551;41238
Holé_Vrchy;161251;44938
Koberovy;161999;45685
Libeř;159757;43442
Jablonce;158992;42674
Stará_Lysá;160719;44397
Píkovice;159604;43281
Nepřejov;158851;42528
Zadní_Zborovice;157857;41533
Filipova_Huť;156882;40558
Maleč;157356;41030
Kacanovy;161762;45436
Slovanská_Lhota;159109;42777
Židněves;161317;44984
Nečín;159035;42702
Zdiměřice;159932;43596
Dolní_Poříčí;157716;41379
Velké_Hamry;162284;45946
Horní_Lišnice;158836;42492
Čekanice;157999;41652
Průhonice;159999;43651
Káraný;160559;44211
Zuklín;157307;40957
Krámy;159359;43009
Hradišťko;159578;43228
Cetyně;158719;42364
Touškov;158543;42185
Volenice;157608;41244
Dvoretice;158215;41850
Mstětice;160457;44091
Míšovice;158385;42015
Loužnice;162175;45803
Sýčina;161174;44801
Libichov;161130;44756
Těpeře;162107;45731
Modrava;156877;40498
Husí_Lhota;161394;45014
Nechalov;159127;42745
Šumburk_nad_Desnou;162371;45984
Toušeň;160541;44150
Řetenice;157226;40835
Krejnice;157548;41155
Strupina;159021;42626
Okrouhlo;159740;43342
Vahlovice;158232;41830
Zakopaná;161637;45233
Čihadla;160769;44360
Turnov;161867;45456
Šlemín;159596;43184
Pustiny;162408;45995
Libeň;159804;43391
Žehrov;161709;45288
Myslín;158503;42082
Rakousy;161985;45563
Úhelnice;161434;45011
Malá_Lečice;159431;43008
Žantov;161554;45129
Reteč;158582;42157
Nový_Vestec;160588;44161
Ohař;158546;42116
Střelskohoštická_Lhota;157795;41364
Chraštice;158646;42215
Nahořánky;157381;40948
Uzenice;158314;41880
Velká_Lečice;159407;42970
Tanvald;162360;45918
Horní_Hbity;158891;42449
Volenovice;161367;44924
Xaverov;160316;43869
Antigel;156984;40535
Hodkovice;159900;43450
Hlupín;157871;41420
Daliměřice;161900;45444
Strašnov;161125;44668
Bělohrad;159061;42604
Václavíkova_Studánka;162511;46052
Benátky_nad_Jizerou;160931;44470
Koprník;161502;45039
Podbrahy;160703;44236
Všeň;161784;45316
Záborčí;162022;45552
Starý_Knín;159320;42850
Újezd_u_Skaličan;158247;41773
Předměřice_nad_Jizerou;160818;44344
Želenov;157599;41122
Mečichov;157913;41436
Hvozdnice;159591;43114
Damíč;157455;40978
Chobot;158280;41801
Příhrazy;161699;45219
Jelence;158952;42472
Dolní_Stakory;161399;44917
Střelské_Hoštice;157752;41268
Násedlnice;161476;44992
Račany;159661;43172
Schätzova_Myt’;156958;40463
Drsník;158808;42304
Kateřinky;160077;43566
Kletice;158655;42143
Káciň;158875;42363
Sněhov;162100;45586
Nestrašovice;158593;42078
Černívsko;158322;41807
Blatná;158160;41645
Ohrobec;159814;43296
Desná;162432;45909
Sobětuchy;160817;44290
Bukovník;157512;40984
Záboří;158012;41481
Ploukonice;161797;45261
Zvole;159791;43253
Měchenice;159706;43168
Houšt’ka;160605;44065
Libice;159161;42620
Horní_Stakory;161433;44892
Kochánky;160886;44341
Stražiště;158559;42011
Tušovice;158642;42092
Písková_Lhota;161176;44616
Daleké_Dušníky;159128;42560
Rtišovice;158775;42202
Počaply;158524;41950
Zásadka;161647;45072
Písnice;159978;43401
Stěžov;158871;42290
Bezdědovice;158221;41640
Mokra_Vrata;159349;42762
Kašperské_Hory;157257;40668
Žlíbek;157321;40730
Veřechov;157720;41129
Pouště;159321;42729
Žihobce;157489;40895
Ostružno;157368;40774
Krnsko;161192;44589
Mladá_Boleslav;161316;44710
Drahenický_Málkov;158312;41704
Brandýs_nad_Labem-Stará_Boleslav;160599;43990
Radětice;158847;42236
Kozí_Hřbet;157187;40576
Frýdštejn;162087;45476
Ouběnice;159096;42479
Šimanov;157403;40785
Mariánská_Hora;162462;45843
Horní_Černá_Studnice;162273;45654
Čisovice;159563;42944
Jizerní_Vtelno;161182;44560
Rozsedly;157455;40832
Svaté_Pole;157772;41148
Stránov;161193;44565
Slivonice;157984;41356
Řečice;158187;41559
Vrančice;158754;42125
Podruhlí;158387;41751
Nová_Ves_pod_Pleší;159462;42826
Svijany;161832;45192
Hořejany;158690;42048
Svojše;157166;40520
Vrkoslavice;162234;45580
Pulečný;162161;45504
Vrané_nad_Vltavou;159795;43131
Vrbno;158098;41427
Chudoplesy;161466;44791
Pěnčín;161904;45228
Kadešice;157474;40793
Aloisov;160323;43638
Bešetín;157567;40881
Tuškov;157311;40620
Řehnice;161254;44562
Koupě;158447;41755
Těšnov;161445;44749
Dražovice;157519;40821
Podlázky;161376;44674
Rejštejn;157250;40546
Bradlec;161444;44731
Vitanovice;161918;45197
Hřivno;161035;44304
Hudčice;158501;41768
Jíloviště;159768;43028
Závišín;158348;41601
Opolenec;157313;40566
Svijanský_Újezd;161879;45130
Ptýrovec;161626;44874
Velké_Hydčice;157757;41004
Slivice;158861;42103
Horky;157104;40346
Voznice;159415;42650
Kadov;158089;41324
Radostín;162024;45256
Tchořovice;158199;41430
Svéradice;157988;41219
Nová_Studnice;157069;40300
Žichovice;157655;40884
Ptýrov;161615;44841
Malé_Hydčice;157768;40987
Debř;161428;44646
Dolní_Maxov;162489;45706
Ctěnice;160475;43690
Lisovice;158691;41905
Bezno;161175;44387
Zvířetice;161520;44730
